"","Gene","log2( Max Expression Level )","Raw Gini Index","Normalized Gini Index","p-value"
"Pcdha8","Pcdha8",1.0703893278914,0.974288337924702,0.089213499184793,0.265431647349061
"Dnph1","Dnph1",1.0703893278914,0.974288337924702,0.089213499184793,0.265431647349061
"BC051226","BC051226",1.0703893278914,0.974288337924702,0.089213499184793,0.265431647349061
"Zfp97","Zfp97",1.0703893278914,0.974288337924702,0.089213499184793,0.265431647349061
"Crybg3","Crybg3",1.0703893278914,0.974288337924702,0.089213499184793,0.265431647349061
"Tfap4","Tfap4",1.0703893278914,0.974288337924702,0.089213499184793,0.265431647349061
"1700037C18Rik","1700037C18Rik",1.0703893278914,0.974288337924702,0.089213499184793,0.265431647349061
"Krt18","Krt18",1.0703893278914,0.974288337924702,0.089213499184793,0.265431647349061
"Zc3h3","Zc3h3",1.0703893278914,0.974288337924702,0.089213499184793,0.265431647349061
"Lcp1","Lcp1",1.0703893278914,0.974288337924702,0.089213499184793,0.265431647349061
"Nudt15","Nudt15",1.0703893278914,0.974288337924702,0.089213499184793,0.265431647349061
"Rec8","Rec8",1.0703893278914,0.974288337924702,0.089213499184793,0.265431647349061
"Tmem254c-loc2","Tmem254c-loc2",1.0703893278914,0.974288337924702,0.089213499184793,0.265431647349061
"Ptch1","Ptch1",1.0703893278914,0.974288337924702,0.089213499184793,0.265431647349061
"Actn2","Actn2",1.0703893278914,0.974288337924702,0.089213499184793,0.265431647349061
"Zbtb25","Zbtb25",1.0703893278914,0.974288337924702,0.089213499184793,0.265431647349061
"Ntsr2","Ntsr2",1.0703893278914,0.974288337924702,0.089213499184793,0.265431647349061
"Ccdc40","Ccdc40",1.0703893278914,0.974288337924702,0.089213499184793,0.265431647349061
"Evpl","Evpl",1.0703893278914,0.974288337924702,0.089213499184793,0.265431647349061
"Gm16516","Gm16516",1.0703893278914,0.974288337924702,0.089213499184793,0.265431647349061
"Prim1","Prim1",1.0703893278914,0.974288337924702,0.089213499184793,0.265431647349061
"Zfa-ps","Zfa-ps",1.0703893278914,0.974288337924702,0.089213499184793,0.265431647349061
"Rsph4a","Rsph4a",1.0703893278914,0.974288337924702,0.089213499184793,0.265431647349061
"1700047M11Rik","1700047M11Rik",1.0703893278914,0.974288337924702,0.089213499184793,0.265431647349061
"Uhmk1","Uhmk1",1.0703893278914,0.974288337924702,0.089213499184793,0.265431647349061
"Mcm6","Mcm6",1.0703893278914,0.974288337924702,0.089213499184793,0.265431647349061
"Ap1s3","Ap1s3",1.0703893278914,0.974288337924702,0.089213499184793,0.265431647349061
"Zcchc10","Zcchc10",1.63226821549951,0.776859504132231,-0.0360248965496776,0.265468092158559
"Luc7l","Luc7l",3.71149490665009,0.445727647573318,-0.0360028518741929,0.265540418710952
"Rps16","Rps16",4.91169158187234,0.41709896302854,0.0891789016480474,0.265545155245108
"Pgm2l1","Pgm2l1",4.70597790168252,0.441373172282263,0.0891642344726449,0.265593282870926
"Cpeb3","Cpeb3",3.01792190799726,0.546671639740091,-0.035964147680933,0.265667427785236
"Klhl9","Klhl9",3.01792190799726,0.546673492771642,-0.0359622946493821,0.265673509341403
"Ubxn1","Ubxn1",2.35049724708413,0.649871145472319,-0.0359612913352578,0.265676802197255
"Asun","Asun",1.0703893278914,0.849133041646411,-0.0359417970934979,0.265740785995706
"Arpc1a","Arpc1a",4.32912359629157,0.48772179270713,0.0891172471352522,0.265747492918069
