"","sc3_32_clusters"
"GSM1772096099.33","4"
"GSM1772075317.34","4"
"GSM1772075309.20","5"
"GSM1772096127.14","5"
"GSM1772096139.25","6"
"GSM1772096144.16","3"
"GSM1772096162.34","4"
"GSM1772096165.26","5"
"GSM1772096096.18","5"
"GSM1772096127.15","3"
"GSM1772096144.17","3"
"GSM1772078028.26","16"
"GSM1772078023.18","16"
"GSM1772092010.27","16"
"GSM1772092005.21","16"
"GSM1772096096.19","16"
"GSM1772096165.27","16"
"GSM1772096128.21","16"
"GSM1772084014.17","16"
"GSM1772092005.22","2"
"GSM1772078029.25","16"
"GSM1772078018.35","16"
"GSM1772092008.34","16"
"GSM1772096097.21","16"
"GSM1772096101.32","16"
"GSM1772084020.13","16"
"GSM1772084014.18","16"
"GSM1772084017.26","16"
"GSM1772096173.24","4"
"GSM1772096168.29","17"
"GSM1772058147.57","16"
"GSM1772078018.36","16"
"GSM1772092005.23","16"
"GSM1772096101.33","1"
"GSM1772096145.23","16"
"GSM1772058147.58","2"
"GSM1772075309.21","4"
"GSM1772058147.59","7"
"GSM1772096096.20","5"
"GSM1772058147.60","7"
"GSM1772078030.43","4"
"GSM1772084021.24","3"
"GSM1772096171.26","4"
"GSM1772096141.44","5"
"GSM1772096171.27","1"
"GSM1772075319.12","5"
"GSM1772058147.61","7"
"GSM1772058147.62","7"
"GSM1772075309.22","5"
"GSM1772096132.44","4"
"GSM1772084021.25","1"
"GSM1772092008.35","2"
"GSM1772096127.16","3"
"GSM1772096128.22","4"
"GSM1772092013.36","4"
"GSM1772096171.28","4"
"GSM1772096161.6","4"
"GSM1772075309.23","4"
"GSM1772092005.24","1"
"GSM1772058147.63","7"
"GSM1772084021.26","4"
"GSM1772096127.17","4"
"GSM1772084020.14","4"
"GSM1772078028.27","4"
"GSM1772078029.26","4"
"GSM1772096127.18","4"
"GSM1772096127.19","5"
"GSM1772096171.29","6"
"GSM1772075319.13","5"
"GSM1772075319.14","5"
"GSM1772092008.36","4"
"GSM1772096132.45","6"
"GSM1772075309.24","4"
"GSM1772092005.25","4"
"GSM1772078022.25","4"
"GSM1772084021.27","8"
"GSM1772075310.30","4"
"GSM1772075319.15","3"
"GSM1772078031.32","4"
"GSM1772084020.15","4"
"GSM1772078016.37","4"
"GSM1772075309.25","5"
"GSM1772075310.31","4"
"GSM1772096127.20","1"
"GSM1772096161.7","4"
"GSM1772096099.34","4"
"GSM1772075310.32","1"
"GSM1772075310.33","4"
"GSM1772078017.42","3"
"GSM1772092008.37","4"
"GSM1772092008.38","1"
"GSM1772096126.30","4"
"GSM1772096138.38","4"
"GSM1772075317.35","5"
"GSM1772075310.34","3"
"GSM1772078029.27","4"
"GSM1772078031.33","4"
"GSM1772075309.26","4"
"GSM1772075309.27","4"
"GSM1772078016.38","4"
"GSM1772078014.35","4"
"GSM1772096168.30","4"
"GSM1772058147.64","7"
"GSM1772075309.28","4"
"GSM1772075309.29","5"
"GSM1772075310.35","4"
"GSM1772078016.39","4"
"GSM1772078017.43","4"
"GSM1772078017.44","4"
"GSM1772078022.26","4"
"GSM1772096132.46","4"
"GSM1772096138.39","6"
"GSM1772096173.25","5"
"GSM1772078031.34","5"
"GSM1772078013.41","4"
"GSM1772084021.28","3"
"GSM1772075319.16","5"
"GSM1772075319.17","5"
"GSM1772096144.18","5"
"GSM1772096168.31","4"
"GSM1772096128.23","4"
"GSM1772084017.27","5"
"GSM1772075309.30","4"
"GSM1772075309.31","5"
"GSM1772078018.37","4"
"GSM1772075304.43","4"
"GSM1772075305.42","4"
"GSM1772075309.32","5"
"GSM1772078029.28","4"
"GSM1772078029.29","4"
"GSM1772078030.44","4"
"GSM1772078031.35","4"
"GSM1772078016.40","3"
"GSM1772078022.27","4"
"GSM1772096100.41","6"
"GSM1772096100.42","4"
"GSM1772096103.43","4"
"GSM1772096132.47","3"
"GSM1772096133.32","1"
"GSM1772096134.27","6"
"GSM1772096138.40","4"
"GSM1772084020.16","4"
"GSM1772096138.41","4"
"GSM1772078031.36","4"
"GSM1772078016.41","4"
"GSM1772096136.41","4"
"GSM1772096138.42","4"
"GSM1772096144.19","4"
"GSM1772096101.34","4"
"GSM1772075305.43","4"
"GSM1772075309.33","4"
"GSM1772058147.65","1"
"GSM1772075310.36","4"
"GSM1772078028.28","4"
"GSM1772078028.29","1"
"GSM1772078029.30","2"
"GSM1772078016.42","1"
"GSM1772078023.19","4"
"GSM1772096126.31","2"
"GSM1772096127.21","1"
"GSM1772096101.35","1"
"GSM1772096101.36","4"
"GSM1772096145.24","3"
"GSM1772084014.19","1"
"GSM1772084021.29","1"
"GSM1772084021.30","1"
"GSM1772096128.24","4"
"GSM1772096175.11","1"
"GSM1772096103.44","1"
"GSM1772096145.25","1"
"GSM1772096145.26","1"
"GSM1772092011.24","15"
"GSM1772075309.34","4"
"GSM1772092010.28","2"
"GSM1772078018.38","2"
"GSM1772078019.37","1"
"GSM1772092010.29","17"
"GSM1772078018.39","17"
"GSM1772078019.38","1"
"GSM1772078022.28","1"
"GSM1772078030.45","1"
"GSM1772078014.36","1"
"GSM1772096096.21","1"
"GSM1772096097.22","2"
"GSM1772075310.37","2"
"GSM1772096140.32","5"
"GSM1772078028.30","3"
"GSM1772096140.33","30"
"GSM1772092011.25","3"
"GSM1772096100.43","3"
"GSM1772096138.43","1"
"GSM1772092010.30","6"
"GSM1772075309.35","4"
"GSM1772075310.38","4"
"GSM1772058147.66","7"
"GSM1772078014.37","4"
"GSM1772092008.39","4"
"GSM1772096127.22","5"
"GSM1772075319.18","5"
"GSM1772078018.40","6"
"GSM1772096168.32","5"
"GSM1772096102.20","4"
"GSM1772078028.31","4"
"GSM1772096128.25","5"
"GSM1772096128.26","5"
"GSM1772078023.20","4"
"GSM1772075309.36","5"
"GSM1772075310.39","4"
"GSM1772078029.31","4"
"GSM1772096140.34","4"
"GSM1772078031.37","4"
"GSM1772075305.44","4"
"GSM1772096158.11","4"
"GSM1772075309.37","4"
"GSM1772078028.32","4"
"GSM1772096168.33","6"
"GSM1772084017.28","4"
"GSM1772078018.41","4"
"GSM1772096161.8","3"
"GSM1772078018.42","4"
"GSM1772092008.40","4"
"GSM1772078028.33","4"
"GSM1772092011.26","5"
"GSM1772084021.31","4"
"GSM1772078022.29","4"
"GSM1772084014.20","4"
"GSM1772096171.30","4"
"GSM1772092012.43","4"
"GSM1772096101.37","4"
"GSM1772096103.45","3"
"GSM1772092010.31","2"
"GSM1772096099.35","6"
"GSM1772084017.29","1"
"GSM1772096172.30","3"
"GSM1772096158.12","3"
"GSM1772089188.20","3"
"GSM1772096135.31","1"
"GSM1772096141.45","3"
"GSM1772075310.40","1"
"GSM1772096139.26","3"
"GSM1772075309.38","4"
"GSM1772096168.34","2"
"GSM1772058147.67","5"
"GSM1772096161.9","3"
"GSM1772096096.22","4"
"GSM1772096171.31","1"
"GSM1772084021.32","16"
"GSM1772078029.32","3"
"GSM1772058147.68","7"
"GSM1772058147.69","7"
"GSM1772096099.36","3"
"GSM1772096128.27","3"
"GSM1772096128.28","1"
"GSM1772096145.27","3"
"GSM1772078018.43","4"
"GSM1772096127.23","1"
"GSM1772092008.41","1"
"GSM1772096168.35","3"
"GSM1772089186.34","2"
"GSM1772096101.38","3"
"GSM1772058147.70","7"
"GSM1772096128.29","1"
"GSM1772096138.44","1"
"GSM1772096128.30","4"
"GSM1772084014.21","1"
"GSM1772075310.41","4"
"GSM1772078016.43","19"
"GSM1772096126.32","1"
"GSM1772096139.27","2"
"GSM1772078029.33","2"
"GSM1772078018.44","4"
"GSM1772092011.27","1"
"GSM1772096145.28","1"
"GSM1772084017.30","5"
"GSM1772078018.45","6"
"GSM1772084017.31","3"
"GSM1772078016.44","1"
"GSM1772075305.45","2"
"GSM1772078013.42","1"
"GSM1772078014.38","1"
"GSM1772078016.45","19"
"GSM1772078016.46","2"
"GSM1772089187.27","2"
"GSM1772096132.48","1"
"GSM1772096131.29","1"
"GSM1772078031.38","3"
"GSM1772096099.37","4"
"GSM1772075310.42","4"
"GSM1772078029.34","19"
"GSM1772096165.28","3"
"GSM1772096103.46","3"
"GSM1772078022.30","1"
"GSM1772058147.71","23"
"GSM1772058147.72","16"
"GSM1772078028.34","19"
"GSM1772078029.35","19"
"GSM1772078029.36","2"
"GSM1772078030.46","2"
"GSM1772078014.39","19"
"GSM1772078018.46","17"
"GSM1772078019.39","2"
"GSM1772078022.31","19"
"GSM1772092013.37","19"
"GSM1772092008.42","4"
"GSM1772092011.28","19"
"GSM1772096161.10","3"
"GSM1772096099.38","3"
"GSM1772096100.44","5"
"GSM1772096144.20","19"
"GSM1772084017.32","19"
"GSM1772096096.23","22"
"GSM1772078014.40","2"
"GSM1772096168.36","5"
"GSM1772096135.32","3"
"GSM1772075317.36","5"
"GSM1772096171.32","3"
"GSM1772092008.43","1"
"GSM1772096099.39","3"
"GSM1772096158.13","3"
"GSM1772084014.22","1"
"GSM1772058147.73","7"
"GSM1772078031.39","1"
"GSM1772058147.74","7"
"GSM1772092005.26","3"
"GSM1772096127.24","1"
"GSM1772096162.35","3"
"GSM1772096165.29","3"
"GSM1772084020.17","1"
"GSM1772096162.36","1"
"GSM1772078031.40","19"
"GSM1772092009.23","3"
"GSM1772092011.29","1"
"GSM1772096161.11","3"
"GSM1772096138.45","5"
"GSM1772096138.46","1"
"GSM1772096171.33","1"
"GSM1772084020.18","3"
"GSM1772084021.33","4"
"GSM1772084020.19","5"
"GSM1772078023.21","3"
"GSM1772078022.32","4"
"GSM1772078023.22","3"
"GSM1772096128.31","3"
"GSM1772092005.27","1"
"GSM1772092010.32","3"
"GSM1772096100.45","6"
"GSM1772096127.25","3"
"GSM1772078023.23","3"
"GSM1772084020.20","3"
"GSM1772084017.33","3"
"GSM1772092009.24","3"
"GSM1772084017.34","4"
"GSM1772075319.19","4"
"GSM1772078028.35","3"
"GSM1772075310.43","4"
"GSM1772096161.12","4"
"GSM1772078018.47","2"
"GSM1772096127.26","6"
"GSM1772078018.48","4"
"GSM1772075309.39","4"
"GSM1772092008.44","3"
"GSM1772084017.35","5"
"GSM1772078022.33","4"
"GSM1772092009.25","3"
"GSM1772084017.36","3"
"GSM1772096099.40","4"
"GSM1772096126.33","4"
"GSM1772096135.33","3"
"GSM1772092008.45","4"
"GSM1772084021.34","3"
"GSM1772078022.34","3"
"GSM1772092008.46","3"
"GSM1772084021.35","6"
"GSM1772096172.31","4"
"GSM1772078028.36","19"
"GSM1772078022.35","4"
"GSM1772075310.44","4"
"GSM1772078022.36","4"
"GSM1772058147.75","7"
"GSM1772078017.45","4"
"GSM1772075310.45","4"
"GSM1772078028.37","4"
"GSM1772078016.47","4"
"GSM1772096126.34","5"
"GSM1772075309.40","4"
"GSM1772096158.14","4"
"GSM1772078023.24","4"
"GSM1772096099.41","4"
"GSM1772078017.46","15"
"GSM1772078022.37","4"
"GSM1772096158.15","4"
"GSM1772078017.47","2"
"GSM1772075310.46","1"
"GSM1772096126.35","1"
"GSM1772084014.23","2"
"GSM1772078013.43","2"
"GSM1772096096.24","2"
"GSM1772096136.42","4"
"GSM1772096132.49","1"
"GSM1772096128.32","5"
"GSM1772096096.25","15"
"GSM1772096127.27","4"
"GSM1772096131.30","2"
"GSM1772096162.37","2"
"GSM1772078022.38","2"
"GSM1772084020.21","1"
"GSM1772084021.36","2"
"GSM1772096133.33","2"
"GSM1772096138.47","1"
"GSM1772096138.48","1"
"GSM1772096138.49","1"
"GSM1772084020.22","4"
"GSM1772078014.41","1"
"GSM1772096138.50","2"
"GSM1772096158.16","4"
"GSM1772096168.37","1"
"GSM1772075317.37","1"
"GSM1772096103.47","4"
"GSM1772096144.21","4"
"GSM1772096131.31","5"
"GSM1772078014.42","2"
"GSM1772096141.46","1"
"GSM1772096128.33","4"
"GSM1772096145.29","4"
"GSM1772084014.24","1"
"GSM1772084017.37","1"
"GSM1772075310.47","2"
"GSM1772078030.47","2"
"GSM1772078016.48","2"
"GSM1772096161.13","1"
"GSM1772096132.50","1"
"GSM1772096171.34","1"
"GSM1772078030.48","2"
"GSM1772078014.43","2"
"GSM1772078017.48","2"
"GSM1772092005.28","2"
"GSM1772096097.23","8"
"GSM1772096097.24","1"
"GSM1772089186.35","1"
"GSM1772096102.21","1"
"GSM1772084014.25","1"
"GSM1772084017.38","1"
"GSM1772075304.44","2"
"GSM1772084014.26","1"
"GSM1772075309.41","16"
"GSM1772096128.34","16"
"GSM1772084017.39","16"
"GSM1772092005.29","16"
"GSM1772096131.32","16"
"GSM1772096128.35","16"
"GSM1772075309.42","8"
"GSM1772096171.35","16"
"GSM1772084014.27","16"
"GSM1772096128.36","16"
"GSM1772078029.37","16"
"GSM1772096145.30","16"
"GSM1772096127.28","16"
"GSM1772084021.37","16"
"GSM1772084021.38","16"
"GSM1772096128.37","16"
"GSM1772084017.40","16"
"GSM1772084021.39","16"
"GSM1772096144.22","16"
"GSM1772058147.76","16"
"GSM1772078028.38","16"
"GSM1772096128.38","16"
"GSM1772096128.39","16"
"GSM1772084021.40","16"
"GSM1772084021.41","16"
"GSM1772078016.49","16"
"GSM1772058147.77","7"
"GSM1772078029.38","4"
"GSM1772075310.48","16"
"GSM1772058147.78","2"
"GSM1772078028.39","16"
"GSM1772084021.42","16"
"GSM1772096161.14","16"
"GSM1772096127.29","16"
"GSM1772092008.47","16"
"GSM1772058147.79","16"
"GSM1772078017.49","16"
"GSM1772096127.30","4"
"GSM1772075309.43","8"
"GSM1772096126.36","8"
"GSM1772092005.30","17"
"GSM1772075317.38","2"
"GSM1772078028.40","2"
"GSM1772096168.38","4"
"GSM1772078018.49","2"
"GSM1772084017.41","4"
"GSM1772078028.41","1"
"GSM1772075305.46","2"
"GSM1772075304.45","4"
"GSM1772092005.31","1"
"GSM1772075305.47","2"
"GSM1772075310.49","1"
"GSM1772092013.38","8"
"GSM1772096128.40","2"
"GSM1772075309.44","4"
"GSM1772075319.20","1"
"GSM1772075309.45","3"
"GSM1772078028.42","1"
"GSM1772096127.31","1"
"GSM1772096158.17","1"
"GSM1772092011.30","17"
"GSM1772078017.50","2"
"GSM1772058147.80","2"
"GSM1772092013.39","2"
"GSM1772078030.49","2"
"GSM1772092012.44","2"
"GSM1772075305.48","2"
"GSM1772092008.48","2"
"GSM1772084021.43","1"
"GSM1772078023.25","4"
"GSM1772096128.41","4"
"GSM1772096168.39","2"
"GSM1772096173.26","1"
"GSM1772096135.34","2"
"GSM1772092011.31","1"
"GSM1772078016.50","2"
"GSM1772078017.51","2"
"GSM1772096158.18","2"
"GSM1772084017.42","2"
"GSM1772075305.49","17"
"GSM1772078013.44","2"
"GSM1772078017.52","2"
"GSM1772096158.19","4"
"GSM1772084014.28","1"
"GSM1772075309.46","4"
"GSM1772075317.39","3"
"GSM1772075310.50","1"
"GSM1772078014.44","1"
"GSM1772078018.50","3"
"GSM1772078023.26","19"
"GSM1772089187.28","3"
"GSM1772092005.32","3"
"GSM1772096126.37","1"
"GSM1772096101.39","3"
"GSM1772096133.34","5"
"GSM1772096171.36","1"
"GSM1772084017.43","1"
"GSM1772084021.44","4"
"GSM1772078029.39","19"
"GSM1772078029.40","4"
"GSM1772078014.45","1"
"GSM1772075317.40","3"
"GSM1772092004.29","19"
"GSM1772096127.32","2"
"GSM1772096099.42","4"
"GSM1772096138.51","1"
"GSM1772096171.37","3"
"GSM1772084021.45","16"
"GSM1772078016.51","4"
"GSM1772078016.52","4"
"GSM1772078022.39","1"
"GSM1772075304.46","2"
"GSM1772078028.43","1"
"GSM1772078017.53","1"
"GSM1772078018.51","1"
"GSM1772075317.41","1"
"GSM1772078030.50","1"
"GSM1772092005.33","1"
"GSM1772096100.46","1"
"GSM1772096101.40","3"
"GSM1772084020.23","4"
"GSM1772084021.46","2"
"GSM1772084021.47","2"
"GSM1772078014.46","19"
"GSM1772092009.26","1"
"GSM1772092011.32","1"
"GSM1772096102.22","3"
"GSM1772096172.32","1"
"GSM1772078016.53","2"
"GSM1772075310.51","2"
"GSM1772096139.28","4"
"GSM1772078018.52","2"
"GSM1772078016.54","2"
"GSM1772078014.47","1"
"GSM1772096099.43","1"
"GSM1772096145.31","2"
"GSM1772084014.29","1"
"GSM1772075309.47","5"
"GSM1772092010.33","4"
"GSM1772075304.47","15"
"GSM1772096096.26","6"
"GSM1772096132.51","5"
"GSM1772075319.21","15"
"GSM1772075319.22","15"
"GSM1772075319.23","15"
"GSM1772075319.24","15"
"GSM1772075309.48","15"
"GSM1772075319.25","15"
"GSM1772092010.34","15"
"GSM1772078017.54","15"
"GSM1772092011.33","15"
"GSM1772092011.34","15"
"GSM1772096173.27","15"
"GSM1772075319.26","5"
"GSM1772075319.27","19"
"GSM1772096144.23","19"
"GSM1772096096.27","18"
"GSM1772075319.28","5"
"GSM1772096168.40","19"
"GSM1772075310.52","5"
"GSM1772096128.42","5"
"GSM1772075319.29","4"
"GSM1772096140.35","5"
"GSM1772075310.53","4"
"GSM1772075310.54","3"
"GSM1772096132.52","15"
"GSM1772084021.48","2"
"GSM1772096132.53","4"
"GSM1772075310.55","19"
"GSM1772096096.28","5"
"GSM1772096139.29","5"
"GSM1772084020.24","5"
"GSM1772078028.44","19"
"GSM1772078018.53","5"
"GSM1772075305.50","6"
"GSM1772092012.45","19"
"GSM1772078031.41","19"
"GSM1772078028.45","19"
"GSM1772078029.41","19"
"GSM1772078028.46","20"
"GSM1772096139.30","4"
"GSM1772078031.42","4"
"GSM1772058147.81","7"
"GSM1772096168.41","5"
"GSM1772078028.47","4"
"GSM1772078018.54","4"
"GSM1772096101.41","4"
"GSM1772092008.49","2"
"GSM1772058147.82","3"
"GSM1772075319.30","1"
"GSM1772078028.48","1"
"GSM1772075317.42","1"
"GSM1772075317.43","1"
"GSM1772092005.34","1"
"GSM1772084017.44","4"
"GSM1772078028.49","4"
"GSM1772089187.29","1"
"GSM1772092005.35","4"
"GSM1772096141.47","3"
"GSM1772084017.45","3"
"GSM1772089187.30","14"
"GSM1772075310.56","4"
"GSM1772078028.50","3"
"GSM1772078013.45","1"
"GSM1772078016.55","1"
"GSM1772092012.46","3"
"GSM1772096100.47","5"
"GSM1772096162.38","3"
"GSM1772096162.39","6"
"GSM1772096165.30","3"
"GSM1772096145.32","1"
"GSM1772084017.46","3"
"GSM1772096141.48","3"
"GSM1772075309.49","3"
"GSM1772096161.15","1"
"GSM1772096132.54","3"
"GSM1772075317.44","3"
"GSM1772075310.57","3"
"GSM1772075310.58","3"
"GSM1772078029.42","2"
"GSM1772078022.40","1"
"GSM1772092011.35","1"
"GSM1772096161.16","3"
"GSM1772096100.48","4"
"GSM1772096101.42","2"
"GSM1772096101.43","3"
"GSM1772096101.44","1"
"GSM1772096134.28","2"
"GSM1772096138.52","1"
"GSM1772096144.24","5"
"GSM1772096162.40","1"
"GSM1772096171.38","1"
"GSM1772096128.43","1"
"GSM1772096175.12","1"
"GSM1772089190.35","13"
"GSM1772075309.50","5"
"GSM1772084017.47","5"
"GSM1772096136.43","4"
"GSM1772078028.51","4"
"GSM1772096165.31","15"
"GSM1772084021.49","15"
"GSM1772084021.50","4"
"GSM1772096103.48","15"
"GSM1772078028.52","4"
"GSM1772078031.43","22"
"GSM1772096161.17","3"
"GSM1772096132.55","18"
"GSM1772096138.53","8"
"GSM1772096162.41","3"
"GSM1772084017.48","15"
"GSM1772096141.49","15"
"GSM1772096162.42","4"
"GSM1772096097.25","15"
"GSM1772096099.44","18"
"GSM1772096132.56","18"
"GSM1772096138.54","15"
"GSM1772096165.32","19"
"GSM1772096103.49","18"
"GSM1772096144.25","19"
"GSM1772096144.26","19"
"GSM1772075317.45","15"
"GSM1772078030.51","19"
"GSM1772096127.33","19"
"GSM1772096097.26","15"
"GSM1772096101.45","6"
"GSM1772096134.29","15"
"GSM1772096138.55","3"
"GSM1772096144.27","19"
"GSM1772078028.53","19"
"GSM1772096099.45","19"
"GSM1772096099.46","4"
"GSM1772096135.35","15"
"GSM1772096144.28","19"
"GSM1772092005.36","4"
"GSM1772092013.40","2"
"GSM1772092009.27","2"
"GSM1772096096.29","2"
"GSM1772096144.29","2"
"GSM1772096162.43","1"
"GSM1772096128.44","1"
"GSM1772084021.51","4"
"GSM1772078023.27","2"
"GSM1772092013.41","2"
"GSM1772092008.50","2"
"GSM1772092005.37","2"
"GSM1772092005.38","2"
"GSM1772096127.34","2"
"GSM1772078031.44","2"
"GSM1772078022.41","2"
"GSM1772078023.28","2"
"GSM1772096133.35","2"
"GSM1772096131.33","2"
"GSM1772089186.36","4"
"GSM1772092005.39","2"
"GSM1772096126.38","1"
"GSM1772075310.59","2"
"GSM1772078014.48","2"
"GSM1772096140.36","2"
"GSM1772075309.51","5"
"GSM1772075310.60","2"
"GSM1772078031.45","3"
"GSM1772092005.40","2"
"GSM1772096099.47","3"
"GSM1772096162.44","1"
"GSM1772084017.49","1"
"GSM1772096102.23","19"
"GSM1772084017.50","19"
"GSM1772075305.51","15"
"GSM1772092012.47","15"
"GSM1772078017.55","15"
"GSM1772078031.46","15"
"GSM1772092011.36","15"
"GSM1772078030.52","15"
"GSM1772096138.56","15"
"GSM1772092010.35","15"
"GSM1772078023.29","19"
"GSM1772078028.54","19"
"GSM1772092011.37","3"
"GSM1772096097.27","15"
"GSM1772075304.48","15"
"GSM1772078030.53","15"
"GSM1772078016.56","15"
"GSM1772096139.31","15"
"GSM1772096168.42","15"
"GSM1772078023.30","15"
"GSM1772096127.35","15"
"GSM1772078028.55","15"
"GSM1772075305.52","15"
"GSM1772078029.43","15"
"GSM1772096132.57","15"
"GSM1772078028.56","15"
"GSM1772092010.36","15"
"GSM1772092011.38","15"
"GSM1772092005.41","15"
"GSM1772078031.47","15"
"GSM1772078031.48","19"
"GSM1772078028.57","15"
"GSM1772078031.49","19"
"GSM1772096158.20","15"
"GSM1772078028.58","19"
"GSM1772078031.50","19"
"GSM1772078017.56","4"
"GSM1772096126.39","19"
"GSM1772096162.45","15"
"GSM1772096096.30","15"
"GSM1772096135.36","15"
"GSM1772096128.45","15"
"GSM1772084017.51","15"
"GSM1772075305.53","15"
"GSM1772078017.57","15"
"GSM1772096168.43","15"
"GSM1772084021.52","18"
"GSM1772075319.31","15"
"GSM1772078022.42","15"
"GSM1772092010.37","15"
"GSM1772096168.44","15"
"GSM1772096168.45","15"
"GSM1772096128.46","15"
"GSM1772078030.54","15"
"GSM1772084017.52","15"
"GSM1772096168.46","15"
"GSM1772078023.31","15"
"GSM1772078022.43","15"
"GSM1772078022.44","15"
"GSM1772078023.32","15"
"GSM1772096131.34","15"
"GSM1772096165.33","15"
"GSM1772078016.57","19"
"GSM1772078022.45","19"
"GSM1772078023.33","19"
"GSM1772096173.28","3"
"GSM1772096139.32","4"
"GSM1772075309.52","19"
"GSM1772096132.58","15"
"GSM1772084021.53","15"
"GSM1772096168.47","15"
"GSM1772096097.28","15"
"GSM1772084020.25","15"
"GSM1772096158.21","15"
"GSM1772092004.30","15"
"GSM1772096127.36","15"
"GSM1772096096.31","15"
"GSM1772096097.29","15"
"GSM1772096099.48","15"
"GSM1772096144.30","15"
"GSM1772096162.46","15"
"GSM1772096162.47","15"
"GSM1772096172.33","15"
"GSM1772075310.61","15"
"GSM1772096101.46","15"
"GSM1772096144.31","15"
"GSM1772096144.32","15"
"GSM1772075309.53","5"
"GSM1772078028.59","4"
"GSM1772078029.44","15"
"GSM1772084017.53","15"
"GSM1772075317.46","4"
"GSM1772078014.49","18"
"GSM1772078017.58","15"
"GSM1772078018.55","15"
"GSM1772096136.44","15"
"GSM1772096140.37","15"
"GSM1772078023.34","15"
"GSM1772092010.38","15"
"GSM1772096144.33","19"
"GSM1772096162.48","15"
"GSM1772096145.33","18"
"GSM1772084021.54","19"
"GSM1772078028.60","15"
"GSM1772075319.32","5"
"GSM1772096097.30","15"
"GSM1772096097.31","15"
"GSM1772096103.50","15"
"GSM1772096103.51","15"
"GSM1772096140.38","15"
"GSM1772096165.34","15"
"GSM1772096165.35","8"
"GSM1772096128.47","3"
"GSM1772096096.32","15"
"GSM1772096128.48","3"
"GSM1772096144.34","18"
"GSM1772096165.36","4"
"GSM1772096145.34","18"
"GSM1772096168.48","18"
"GSM1772096103.52","15"
"GSM1772078030.55","4"
"GSM1772092005.42","15"
"GSM1772096133.36","15"
"GSM1772096144.35","19"
"GSM1772096144.36","4"
"GSM1772078016.58","4"
