"","sc3_27_clusters"
"GSM2615080","4"
"GSM2615081","5"
"GSM2615082","6"
"GSM2615083","20"
"GSM2615084","8"
"GSM2615085","8"
"GSM2615086","3"
"GSM2615087","5"
"GSM2615088","5"
"GSM2615089","5"
"GSM2615090","4"
"GSM2615091","21"
"GSM2615092","3"
"GSM2615093","2"
"GSM2615094","20"
"GSM2615095","6"
"GSM2615096","4"
"GSM2615097","6"
"GSM2615098","5"
"GSM2615099","1"
"GSM2615100","3"
"GSM2615101","5"
"GSM2615102","5"
"GSM2615103","5"
"GSM2615104","2"
"GSM2615105","5"
"GSM2615106","21"
"GSM2615107","1"
"GSM2615108","5"
"GSM2615109","5"
"GSM2615110","3"
"GSM2615111","5"
"GSM2615112","2"
"GSM2615113","1"
"GSM2615114","5"
"GSM2615115","5"
"GSM2615116","4"
"GSM2615117","1"
"GSM2615118","20"
"GSM2615119","1"
"GSM2615120","20"
"GSM2615121","3"
"GSM2615122","20"
"GSM2615123","1"
"GSM2615124","3"
"GSM2615125","5"
"GSM2615126","5"
"GSM2615127","1"
"GSM2615128","5"
"GSM2615129","1"
"GSM2615130","3"
"GSM2615131","5"
"GSM2615132","1"
"GSM2615133","5"
"GSM2615134","5"
"GSM2615135","3"
"GSM2615136","1"
"GSM2615137","21"
"GSM2615138","5"
"GSM2615139","20"
"GSM2615140","3"
"GSM2615141","23"
"GSM2615142","5"
"GSM2615143","5"
"GSM2615144","6"
"GSM2615145","1"
"GSM2615146","1"
"GSM2615147","2"
"GSM2615148","5"
"GSM2615149","7"
"GSM2615150","2"
"GSM2615151","3"
"GSM2615152","5"
"GSM2615153","1"
"GSM2615154","1"
"GSM2615155","7"
"GSM2615156","1"
"GSM2615157","20"
"GSM2615158","5"
"GSM2615159","1"
"GSM2615160","1"
"GSM2615161","5"
"GSM2615162","6"
"GSM2615163","20"
"GSM2615164","6"
"GSM2615165","1"
"GSM2615166","4"
"GSM2615167","5"
"GSM2615168","3"
"GSM2615169","5"
"GSM2615170","5"
"GSM2615171","5"
"GSM2615172","5"
"GSM2615173","4"
"GSM2615174","3"
"GSM2615175","6"
"GSM2615176","21"
"GSM2615177","5"
"GSM2615178","6"
"GSM2615179","5"
"GSM2615180","5"
"GSM2615181","7"
"GSM2615182","5"
"GSM2615183","1"
"GSM2615184","7"
"GSM2615185","5"
"GSM2615186","5"
"GSM2615187","5"
"GSM2615188","21"
"GSM2615189","3"
"GSM2615190","1"
"GSM2615191","5"
"GSM2615192","3"
"GSM2615193","5"
"GSM2615194","6"
"GSM2615195","20"
"GSM2615196","4"
"GSM2615197","3"
"GSM2615198","2"
"GSM2615199","5"
"GSM2615200","5"
"GSM2615201","5"
"GSM2615202","5"
"GSM2615203","3"
"GSM2615204","5"
"GSM2615205","4"
"GSM2615206","1"
"GSM2615207","5"
"GSM2615208","5"
"GSM2615209","20"
"GSM2615210","2"
"GSM2615211","5"
"GSM2615212","20"
"GSM2615213","1"
"GSM2615214","2"
"GSM2615215","1"
"GSM2615216","5"
"GSM2615217","3"
"GSM2615218","5"
"GSM2615219","5"
"GSM2615220","5"
"GSM2615221","3"
"GSM2615222","1"
"GSM2615223","5"
"GSM2615224","4"
"GSM2615225","5"
"GSM2615226","1"
"GSM2615227","5"
"GSM2615228","5"
"GSM2615229","1"
"GSM2615230","1"
"GSM2615231","6"
"GSM2615232","1"
"GSM2615233","3"
"GSM2615234","6"
"GSM2615235","5"
"GSM2615236","5"
"GSM2615237","6"
"GSM2615238","3"
"GSM2615239","5"
"GSM2615240","2"
"GSM2615241","20"
"GSM2615242","20"
"GSM2615243","1"
"GSM2615244","5"
"GSM2615245","4"
"GSM2615246","2"
"GSM2615247","9"
"GSM2615248","4"
"GSM2615249","20"
"GSM2615250","5"
"GSM2615251","5"
"GSM2615252","1"
"GSM2615253","3"
"GSM2615254","1"
"GSM2615255","5"
"GSM2615256","2"
"GSM2615257","3"
"GSM2615258","2"
"GSM2615259","2"
"GSM2615260","20"
"GSM2615261","20"
"GSM2615262","5"
"GSM2615263","5"
"GSM2615264","3"
"GSM2615265","6"
"GSM2615266","1"
"GSM2615267","5"
"GSM2615268","4"
"GSM2615269","25"
"GSM2615270","1"
"GSM2615271","3"
"GSM2615272","1"
"GSM2615273","1"
"GSM2615274","1"
"GSM2615275","20"
"GSM2615276","1"
"GSM2615277","5"
"GSM2615278","1"
"GSM2615279","20"
"GSM2615280","1"
"GSM2615281","5"
"GSM2615282","20"
"GSM2615283","6"
"GSM2615284","5"
"GSM2615285","5"
"GSM2615286","5"
"GSM2615287","5"
"GSM2615288","2"
"GSM2615289","1"
"GSM2615290","1"
"GSM2615291","4"
"GSM2615292","6"
"GSM2615293","8"
"GSM2615294","1"
"GSM2615295","4"
"GSM2615296","5"
"GSM2615297","5"
"GSM2615298","4"
"GSM2615299","6"
"GSM2615300","4"
"GSM2615301","1"
"GSM2615302","20"
"GSM2615303","20"
"GSM2615304","3"
"GSM2615305","5"
"GSM2615306","4"
"GSM2615307","23"
"GSM2615308","5"
"GSM2615309","5"
"GSM2615310","5"
"GSM2615311","5"
"GSM2615312","5"
"GSM2615313","5"
"GSM2615314","3"
"GSM2615315","5"
"GSM2615316","2"
"GSM2615317","5"
"GSM2615318","1"
"GSM2615319","2"
"GSM2615320","2"
"GSM2615321","1"
"GSM2615322","5"
"GSM2615323","20"
"GSM2615324","5"
"GSM2615325","6"
"GSM2615326","1"
"GSM2615327","4"
"GSM2615328","5"
"GSM2615329","4"
"GSM2615330","5"
"GSM2615331","4"
"GSM2615332","5"
"GSM2615333","21"
"GSM2615334","3"
"GSM2615335","27"
"GSM2615336","20"
"GSM2615337","5"
"GSM2615338","5"
"GSM2615339","4"
"GSM2615340","5"
"GSM2615341","2"
"GSM2615342","1"
"GSM2615343","5"
"GSM2615344","23"
"GSM2615345","1"
"GSM2615346","5"
"GSM2615347","1"
"GSM2615348","1"
"GSM2615349","7"
"GSM2615350","5"
"GSM2615351","5"
"GSM2615352","3"
"GSM2615353","1"
"GSM2615354","20"
"GSM2615355","1"
"GSM2615356","5"
"GSM2615357","5"
"GSM2615358","20"
"GSM2615359","5"
"GSM2615360","23"
"GSM2615361","5"
"GSM2615362","1"
"GSM2615363","1"
"GSM2615364","5"
"GSM2615365","21"
"GSM2615366","5"
"GSM2615367","6"
"GSM2615368","1"
"GSM2615369","25"
"GSM2615370","1"
"GSM2615371","5"
"GSM2615372","4"
"GSM2615373","5"
"GSM2615374","20"
"GSM2615375","21"
"GSM2615376","3"
"GSM2615377","2"
"GSM2615378","5"
"GSM2615379","1"
"GSM2615380","1"
"GSM2615381","5"
"GSM2615382","20"
"GSM2615383","5"
"GSM2615384","20"
"GSM2615385","5"
"GSM2615386","1"
"GSM2615387","3"
"GSM2615388","1"
"GSM2615389","2"
"GSM2615390","20"
"GSM2615391","1"
"GSM2615392","20"
"GSM2615393","3"
"GSM2615394","2"
"GSM2615395","1"
"GSM2615396","6"
"GSM2615397","5"
"GSM2615398","2"
"GSM2615399","5"
"GSM2615400","1"
"GSM2615401","5"
"GSM2615402","5"
"GSM2615403","20"
"GSM2615404","1"
"GSM2615405","5"
"GSM2615406","5"
"GSM2615407","17"
"GSM2615408","1"
"GSM2615409","2"
"GSM2615410","23"
"GSM2615411","1"
"GSM2615412","5"
"GSM2615413","3"
"GSM2615414","5"
"GSM2615415","4"
"GSM2615416","3"
"GSM2615417","5"
"GSM2615418","3"
"GSM2615419","5"
"GSM2615420","4"
"GSM2615421","17"
"GSM2615422","6"
"GSM2615423","5"
"GSM2615424","20"
"GSM2615425","1"
"GSM2615426","5"
"GSM2615427","5"
"GSM2615428","1"
"GSM2615429","5"
"GSM2615430","5"
"GSM2615431","3"
"GSM2615432","2"
"GSM2615433","5"
"GSM2615434","1"
"GSM2615435","4"
"GSM2615436","2"
"GSM2615437","4"
"GSM2615438","2"
"GSM2615439","3"
"GSM2615440","20"
"GSM2615441","5"
"GSM2615442","20"
"GSM2615443","3"
"GSM2615444","20"
"GSM2615445","5"
"GSM2615446","25"
"GSM2615447","3"
"GSM2615448","5"
"GSM2615449","1"
"GSM2615450","5"
"GSM2615451","5"
"GSM2615452","6"
"GSM2615453","5"
"GSM2615454","5"
"GSM2615455","5"
"GSM2615456","5"
"GSM2615457","21"
"GSM2615458","5"
"GSM2615459","5"
"GSM2615460","2"
"GSM2615461","5"
"GSM2615462","6"
"GSM2615463","1"
"GSM2615464","1"
"GSM2615465","7"
"GSM2615466","20"
"GSM2615467","5"
"GSM2615468","24"
"GSM2615469","24"
"GSM2615470","24"
"GSM2615471","7"
"GSM2615472","14"
"GSM2615473","14"
"GSM2615474","24"
"GSM2615475","14"
"GSM2615476","14"
"GSM2615477","14"
"GSM2615478","7"
"GSM2615479","24"
"GSM2615480","24"
"GSM2615481","24"
"GSM2615482","5"
"GSM2615483","24"
"GSM2615484","24"
"GSM2615485","24"
"GSM2615486","14"
"GSM2615487","14"
"GSM2615488","24"
"GSM2615489","19"
"GSM2615490","24"
"GSM2615491","7"
"GSM2615492","24"
"GSM2615493","24"
"GSM2615494","24"
"GSM2615495","24"
"GSM2615496","14"
"GSM2615497","14"
"GSM2615498","24"
"GSM2615499","24"
"GSM2615500","24"
"GSM2615501","24"
"GSM2615502","24"
"GSM2615503","24"
"GSM2615504","14"
"GSM2615505","24"
"GSM2615506","7"
"GSM2615507","24"
"GSM2615508","7"
"GSM2615509","24"
"GSM2615510","24"
"GSM2615511","14"
"GSM2615512","24"
"GSM2615513","7"
"GSM2615514","24"
"GSM2615515","24"
"GSM2615516","14"
"GSM2615517","24"
"GSM2615518","7"
"GSM2615519","24"
"GSM2615520","24"
"GSM2615521","14"
"GSM2615522","24"
"GSM2615523","14"
"GSM2615524","24"
"GSM2615525","14"
"GSM2615526","24"
"GSM2615527","14"
"GSM2615528","24"
"GSM2615529","24"
"GSM2615530","24"
"GSM2615531","14"
"GSM2615532","24"
"GSM2615533","24"
"GSM2615534","24"
"GSM2615535","24"
"GSM2615536","24"
"GSM2615537","24"
"GSM2615538","24"
"GSM2615539","24"
"GSM2615540","14"
"GSM2615541","24"
"GSM2615542","24"
"GSM2615543","24"
"GSM2615544","24"
"GSM2615545","14"
"GSM2615546","24"
"GSM2615547","24"
"GSM2615548","24"
"GSM2615549","14"
"GSM2615550","24"
"GSM2615551","14"
"GSM2615552","7"
"GSM2615553","14"
"GSM2615554","14"
"GSM2615555","14"
"GSM2615556","24"
"GSM2615557","24"
"GSM2615558","24"
"GSM2615559","14"
"GSM2615560","24"
"GSM2615561","24"
"GSM2615562","14"
"GSM2615563","14"
"GSM2615564","14"
"GSM2615565","14"
"GSM2615566","14"
"GSM2615567","14"
"GSM2615568","24"
"GSM2615569","24"
"GSM2615570","24"
"GSM2615571","14"
"GSM2615572","24"
"GSM2615573","14"
"GSM2615574","24"
"GSM2615575","24"
"GSM2615576","14"
"GSM2615577","14"
"GSM2615578","24"
"GSM2615579","14"
"GSM2615580","14"
"GSM2615581","23"
"GSM2615582","14"
"GSM2615583","14"
"GSM2615584","14"
"GSM2615585","14"
"GSM2615586","14"
"GSM2615587","14"
"GSM2615588","14"
"GSM2615589","14"
"GSM2615590","14"
"GSM2615591","24"
"GSM2615592","14"
"GSM2615593","14"
"GSM2615594","7"
"GSM2615595","14"
"GSM2615596","14"
"GSM2615597","24"
"GSM2615598","9"
"GSM2615599","14"
"GSM2615600","14"
"GSM2615601","14"
"GSM2615602","14"
"GSM2615603","14"
"GSM2615604","14"
"GSM2615605","14"
"GSM2615606","14"
"GSM2615607","14"
"GSM2615608","14"
"GSM2615609","14"
"GSM2615610","14"
"GSM2615611","14"
"GSM2615612","14"
"GSM2615613","14"
"GSM2615614","14"
"GSM2615615","14"
"GSM2615616","14"
"GSM2615617","14"
"GSM2615618","14"
"GSM2615619","14"
"GSM2615620","14"
"GSM2615621","14"
"GSM2615622","14"
"GSM2615623","14"
"GSM2615624","14"
"GSM2615625","23"
"GSM2615626","14"
"GSM2615627","14"
"GSM2615628","14"
"GSM2615629","14"
"GSM2615630","24"
"GSM2615631","24"
"GSM2615632","24"
"GSM2615633","24"
"GSM2615634","14"
"GSM2615635","14"
"GSM2615636","14"
"GSM2615637","14"
"GSM2615638","14"
"GSM2615639","24"
"GSM2615640","7"
"GSM2615641","14"
"GSM2615642","14"
"GSM2615643","14"
"GSM2615644","14"
"GSM2615645","24"
"GSM2615646","14"
"GSM2615647","14"
"GSM2615648","24"
"GSM2615649","8"
"GSM2615650","14"
"GSM2615651","14"
"GSM2615652","14"
"GSM2615653","24"
"GSM2615654","14"
"GSM2615655","14"
"GSM2615656","14"
"GSM2615657","24"
"GSM2615658","14"
"GSM2615659","14"
"GSM2615660","24"
"GSM2615661","14"
"GSM2615662","14"
"GSM2615663","14"
"GSM2615664","14"
"GSM2615665","24"
"GSM2615666","14"
"GSM2615667","24"
"GSM2615668","24"
"GSM2615669","14"
"GSM2615670","14"
"GSM2615671","14"
"GSM2615672","14"
"GSM2615673","14"
"GSM2615674","14"
"GSM2615675","14"
"GSM2615676","14"
"GSM2615677","14"
"GSM2615678","14"
"GSM2615679","14"
"GSM2615680","24"
"GSM2615681","14"
"GSM2615682","14"
"GSM2615683","14"
"GSM2615684","14"
"GSM2615685","24"
"GSM2615686","14"
"GSM2615687","14"
"GSM2615688","14"
"GSM2615689","14"
"GSM2615690","24"
"GSM2615691","14"
"GSM2615692","24"
"GSM2615693","24"
"GSM2615694","14"
"GSM2615695","14"
"GSM2615696","14"
"GSM2615697","14"
"GSM2615698","14"
"GSM2615699","14"
"GSM2615700","14"
"GSM2615701","14"
"GSM2615702","24"
"GSM2615703","14"
"GSM2615704","14"
"GSM2615705","24"
"GSM2615706","14"
"GSM2615707","24"
"GSM2615708","24"
"GSM2615709","14"
"GSM2615710","14"
"GSM2615711","14"
"GSM2615712","14"
"GSM2615713","14"
"GSM2615714","14"
"GSM2615715","14"
"GSM2615716","14"
"GSM2615717","14"
"GSM2615718","14"
"GSM2615719","14"
"GSM2615720","14"
"GSM2615721","14"
"GSM2615722","14"
"GSM2615723","24"
"GSM2615724","14"
