"","Gene","log2( Max Expression Level )","Raw Gini Index","Normalized Gini Index","p-value"
"Pdxdc1","Pdxdc1",10.8290091380081,0.842908228758112,-0.00243029645311654,0.36735703421727
"Rpl31-ps12","Rpl31-ps12",4.25550073314839,0.998317968623646,-0.00242469935084122,0.367386519998709
"Slc22a27","Slc22a27",4.00898878322726,0.999490538573508,-0.002424630166449,0.367386884470029
"Pigm","Pigm",9.82829518779043,0.943380093554977,0.0460150643614403,0.36743465535393
"A230072E10Rik","A230072E10Rik",8.53177132541286,0.99938561922967,0.0460073531888062,0.367475281189929
"Nfkb2","Nfkb2",9.7633783751042,0.946696434842038,0.0460057388939359,0.367483786190364
"Mir3473c","Mir3473c",4.17791779219584,0.998719068413392,-0.00240376363527828,0.367496817202036
"Poldip2","Poldip2",11.0526359727006,0.831086641444863,-0.00239707699863712,0.367532047215963
"Dfna5","Dfna5",8.64421681845824,0.995679307524073,0.0459850141629817,0.367592981336645
"Gm11981","Gm11981",4.00898878322726,0.999530972020055,-0.00238419671990198,0.367599912935645
"Smarcd3","Smarcd3",9.95724717460812,0.936716463927016,0.0459823966269415,0.367606773458497
"Zfp647","Zfp647",8.74180402530956,0.992286569668771,0.0459821142329941,0.367608261437414
"Mir7000","Mir7000",4.09592441999854,0.999133106906033,-0.00238020719135335,0.367620934455092
"N28178","N28178",8.62241793925047,0.996404608922804,0.0459784985369086,0.36762731329455
"4930578E11Rik","4930578E11Rik",4.00898878322726,0.999537631646545,-0.00237753709341193,0.367635003886866
"Nudt17","Nudt17",8.95739229305525,0.984025643147169,0.0459746672775181,0.367647501355195
"Sptlc2","Sptlc2",11.1170586330879,0.87598129426343,0.0459718436977966,0.367662379881986
"Klk1b21","Klk1b21",4.00898878322726,0.999547145398674,-0.00236802334128328,0.367685135734098
"Snord87","Snord87",4.81249822533356,0.995305513671582,-0.00236691333098948,0.367690984978761
"Vmn2r93","Vmn2r93",4.00898878322726,0.99955084217093,-0.00236432656902741,0.367704616145853
"Nbas","Nbas",10.106039418697,0.929271993426219,0.0459633984459139,0.367706882345421
"Gas2l1","Gas2l1",9.22182875848853,0.923996424654717,-0.00236274859317276,0.367712931508669
"Grik2","Grik2",8.71458897559915,0.993229826699707,0.0459606222556312,0.367721511936652
"Bai1","Bai1",8.37547391261535,0.955804873261733,-0.00236040245636759,0.367725294916885
"Nfs1","Nfs1",10.1190708056529,0.928617151793105,0.0459585941662091,0.367732199408693
"Cntln","Cntln",9.74668226189191,0.94748535906787,0.0459464919763339,0.367795976741138
"4933427E13Rik","4933427E13Rik",4.09592441999854,0.999169766564235,-0.00234354753315069,0.367814119126818
"Rbm4b","Rbm4b",9.83936127895905,0.942737004132577,0.0459417295294248,0.367821075360498
